yr_mo,fyear,tic,conm,cik,ggroup,gind,gsector,gsubind,log_assets,sales_growth,return_std,log_turnover,Skewness,Sharpe_Ratio,Securities,Total_Cases,securities_binary,litigation_binary
201112,2011.0,ALX,ALEXANDER'S INC,3499.0,6010,601010,60,60101070,7.479472971150477,0.05345763414128865,22.85678373,9.343471684579365,52.84142409,-0.002449753,0.0,0.0,0,0
201212,2012.0,ALX,ALEXANDER'S INC,3499.0,6010,601010,60,60101070,7.3010195925088475,-0.24754967512546605,33.58233183,9.204925739274683,36.44304693,0.006124354,0.0,0.0,0,0
201312,2013.0,ALX,ALEXANDER'S INC,3499.0,6010,601010,60,60101070,7.284631594237497,0.026903696579409504,18.34343444,9.332646496360152,50.8245877,0.001333161,0.0,0.0,0,0
201412,2014.0,ALX,ALEXANDER'S INC,3499.0,6010,601010,60,60101070,7.26067437855937,0.022167475147486192,31.14849678,9.548953173096507,36.69880109,0.010424939,0.0,0.0,0,0
201512,2015.0,ALX,ALEXANDER'S INC,3499.0,6010,601010,60,60101070,7.277805967468861,0.03536108040276076,30.25738154,9.250041738827735,40.71808059,-0.004683431,0.0,0.0,0,0
201612,2016.0,ALX,ALEXANDER'S INC,3499.0,6010,601010,60,60101070,7.280166751694056,0.09148450087776262,24.53930419,9.67570827281739,48.96583438,0.008693909,0.0,0.0,0,0
201712,2017.0,ALX,ALEXANDER'S INC,3499.0,6010,601010,60,60101070,7.397803540552198,0.016030951457679722,11.46599628,9.768755439335086,110.4969395,-0.00205448,0.0,0.0,0,0
201812,2018.0,ALX,ALEXANDER'S INC,3499.0,6010,601010,60,60101070,7.300646330610672,0.009762592486576875,29.77369358,9.783408132205587,35.92458212,-0.003754656,0.0,0.0,0,0
201912,2019.0,ALX,ALEXANDER'S INC,3499.0,6010,601010,60,60101070,7.143231272163916,-0.027810587351014687,20.17655686,10.662890528873138,53.42165193,0.002275298,0.0,0.0,0,0
202012,2020.0,ALX,ALEXANDER'S INC,3499.0,6010,601010,60,60101070,7.247178870353842,-0.07232604373757447,27.92768696,10.38427655992558,29.28643898,-0.00303272,0.0,0.0,0,0
201109,2011.0,ALCO,ALICO INC,3545.0,3020,302020,30,30202010,5.193151276432784,0.2356125927411269,2.045728612,10.222123085309558,35.75743115,-0.11189473,0.0,0.0,0,0
201209,2012.0,ALCO,ALICO INC,3545.0,3020,302020,30,30202010,5.220804373114261,0.2900336741317754,4.409638748,10.530842092546065,16.9730457,0.08704531300000001,0.0,0.0,0,0
201309,2013.0,ALCO,ALICO INC,3545.0,3020,302020,30,30202010,5.2925004812264715,-0.20069661207513345,4.508413354,10.492245967358542,27.19526591,0.071368461,0.0,0.0,0,0
201409,2014.0,ALCO,ALICO INC,3545.0,3020,302020,30,30202010,5.315995189024843,-0.1276890843096172,1.283665541,10.447641563750562,88.40698479,-0.029242459,0.0,0.0,0,0
201509,2015.0,ALCO,ALICO INC,3545.0,3020,302020,30,30202010,6.13248656481987,0.7266463689670725,4.7562020910000005,10.80559822083645,28.17899606,0.02239267,0.0,0.0,0,0
201609,2016.0,ALCO,ALICO INC,3545.0,3020,302020,30,30202010,6.128313555354815,-0.05827493648730727,5.925802981,10.539588077716799,16.03622333,-0.061627245,0.0,0.0,0,0
201709,2017.0,ALCO,ALICO INC,3545.0,3020,302020,30,30202010,6.038305193153632,-0.0996352187300618,2.597234106,9.851931065621725,33.41054232,0.121323358,0.0,0.0,0,0
201809,2018.0,ALCO,ALICO INC,3545.0,3020,302020,30,30202010,6.048369317672083,-0.37393802617288896,2.4067144209999998,9.79618069954762,38.29390774,0.014397411,0.0,0.0,0,0
201909,2019.0,ALCO,ALICO INC,3545.0,3020,302020,30,30202010,6.034016244828774,0.5040538379203011,2.40540999,10.044335861123507,37.6630181,0.014569374,0.0,0.0,0,0
202009,2020.0,ALCO,ALICO INC,3545.0,3020,302020,30,30202010,6.049584859286467,-0.24330271327023908,2.208516973,10.704569432697642,43.67410401,-0.053342682,0.0,0.0,0,0
201112,2011.0,Y,ALLEGHANY CORP,775368.0,4030,403010,40,40301050,8.776180838445173,0.013209806249444676,19.56737827,10.744407977385507,48.33644508,-0.003887774,0.0,0.0,0,0
201212,2012.0,Y,ALLEGHANY CORP,775368.0,4030,403010,40,40301050,10.03486518373071,3.2541994765039552,15.76209167,12.083356838737826,63.707598499999996,0.010101384,0.0,0.0,0,0
201312,2013.0,Y,ALLEGHANY CORP,775368.0,4030,403010,40,40301050,10.058827011200032,0.14726705002164106,12.93663897,11.667336111003344,90.85686807,0.008439761,0.0,0.0,0,0
201412,2014.0,Y,ALLEGHANY CORP,775368.0,4030,403010,40,40301050,10.064306067147594,0.06437847533119644,25.89263279,11.896110880387312,48.85443720000001,0.009456878,0.0,0.0,0,0
201512,2015.0,Y,ALLEGHANY CORP,775368.0,4030,403010,40,40301050,10.036545902043395,-0.040686377272355065,15.95408149,11.89282658094712,89.73957531,0.005081423,0.0,0.0,0,0
201612,2016.0,Y,ALLEGHANY CORP,775368.0,4030,403010,40,40301050,10.075615286751876,0.21769514151050914,37.48807746,11.771227644175296,42.35206625,0.007267124,0.0,0.0,0,0
201712,2017.0,Y,ALLEGHANY CORP,775368.0,4030,403010,40,40301050,10.141886821366587,0.05459895946470244,25.05890172,11.816535018971383,71.25312324,-0.001010095,0.0,0.0,0,0
201812,2018.0,Y,ALLEGHANY CORP,775368.0,4030,403010,40,40301050,10.140332647524584,0.07012317347430463,25.35635966,11.973781128881473,72.33984086,0.0003531,0.0,0.0,0,0
201912,2019.0,Y,ALLEGHANY CORP,775368.0,4030,403010,40,40301050,10.201055745858868,0.313125558306879,66.64429437,12.099789482141583,31.80658622,0.003991697,0.0,0.0,0,0
202012,2020.0,Y,ALLEGHANY CORP,775368.0,4030,403010,40,40301050,10.272531039708056,-0.00910697832725959,81.75535899,12.059658627074638,21.0425349,-0.002744392,0.0,0.0,0,0
201112,2011.0,HON,HONEYWELL INTERNATIONAL INC,773840.0,2010,201050,20,20105010,10.59182317609885,0.09466586754569974,4.987053795,16.318460526935187,33.07163042,-0.001038218,0.0,4.0,0,1
201212,2012.0,HON,HONEYWELL INTERNATIONAL INC,773840.0,2010,201050,20,20105010,10.641918757936217,0.031098579211037806,2.224198201,16.001815735051217,80.15360317,0.053895478,0.0,0.0,0,0
201312,2013.0,HON,HONEYWELL INTERNATIONAL INC,773840.0,2010,201050,20,20105010,10.724038012129448,0.036904287800345145,6.87462903,15.830348109696837,34.81024197,0.052885727,0.0,2.0,0,1
201412,2014.0,HON,HONEYWELL INTERNATIONAL INC,773840.0,2010,201050,20,20105010,10.7243901015638,0.032031750096018434,2.627173175,15.778702653063629,107.7888594,0.04404886400000001,0.0,1.0,0,1
201512,2015.0,HON,HONEYWELL INTERNATIONAL INC,773840.0,2010,201050,20,20105010,10.806003850988443,-0.04279759837245075,2.994506428,15.865298752933379,101.9992801,0.027182551,0.0,1.0,0,1
201612,2016.0,HON,HONEYWELL INTERNATIONAL INC,773840.0,2010,201050,20,20105010,10.899439380817963,0.018687955211114278,5.007307993,15.94852924031819,67.40747733,0.030491092999999997,0.0,0.0,0,0
201712,2017.0,HON,HONEYWELL INTERNATIONAL INC,773840.0,2010,201050,20,20105010,10.991830626179583,0.03134700524146354,10.84968804,15.739874094149947,37.66744294,0.029429748,0.0,1.0,0,1
201812,2018.0,HON,HONEYWELL INTERNATIONAL INC,773840.0,2010,201050,20,20105010,10.9642768174945,0.031282380224009476,8.712624497,15.86039895641841,51.24403044,-0.007438298,1.0,3.0,1,1
201912,2019.0,HON,HONEYWELL INTERNATIONAL INC,773840.0,2010,201050,20,20105010,10.97983719053025,-0.12183627577627865,9.974858158,15.733457204467697,50.21901034,0.025637108,0.0,2.0,0,1
202012,2020.0,HON,HONEYWELL INTERNATIONAL INC,773840.0,2010,201050,20,20105010,11.075752948017643,-0.11092647579612629,23.05099608,15.989468782895116,21.28563104,0.010796682,0.0,0.0,0,0
